step,time_s,throttle,slope,regen,ambient_temp,trip_type
85,8.5,14.16,0.00424,0.0,28.03,0
86,8.6,25.49,0.00474,0.0,28.14,0
87,8.7,28.36,0.00431,0.0,28.16,0
88,8.8,42.3,0.00362,0.0,28.22,0
89,8.9,52.6,0.00264,0.0,28.29,0
90,9.0,66.73,0.00233,0.0,28.3,0
91,9.1,59.34,0.00136,0.0,28.22,0
92,9.2,30.4,0.00069,0.0,28.16,0
93,9.3,13.82,-0.00029,0.0,28.19,0
94,9.4,19.39,-0.00144,0.0,28.14,0
95,9.5,10.19,-0.00136,0.0,28.13,0
96,9.6,0.0,-0.00172,0.5,28.14,0
97,9.7,0.0,-0.00099,0.5,28.1,0
98,9.8,4.88,-0.00069,0.5,28.1,0
99,9.9,2.87,-0.00109,0.5,28.08,0
100,10.0,0.0,-0.00197,0.5,28.16,0
101,10.1,6.6,-0.00227,0.0,28.19,0
102,10.2,24.19,-0.0024,0.0,28.17,0
103,10.3,29.86,-0.00215,0.0,28.17,0
104,10.4,41.5,-0.00247,0.0,28.22,0
105,10.5,48.56,-0.0038,0.0,28.26,0
106,10.6,61.08,-0.00386,0.0,28.25,0
107,10.7,76.1,-0.00397,0.0,28.26,0
108,10.8,78.83,-0.00421,0.0,28.31,0
109,10.9,73.55,-0.00418,0.0,28.41,0
110,11.0,62.59,-0.00467,0.0,28.36,0
111,11.1,53.88,-0.00551,0.0,28.4,0
112,11.2,41.06,-0.00649,0.0,28.45,0
113,11.3,41.0,-0.00575,0.0,28.47,0
114,11.4,28.47,-0.00595,0.0,28.46,0
115,11.5,19.44,-0.00583,0.0,28.48,0
116,11.6,10.99,-0.00597,0.0,28.48,0
117,11.7,6.41,-0.00564,0.0,28.51,0
118,11.8,13.28,-0.00609,0.0,28.44,0
119,11.9,19.69,-0.00612,0.0,28.49,0
120,12.0,19.53,-0.00572,0.0,28.46,0
121,12.1,17.43,-0.00554,0.0,28.37,0
122,12.2,41.17,-0.00484,0.0,28.32,0
123,12.3,35.51,-0.00498,0.0,28.4,0
124,12.4,61.18,-0.00434,0.0,28.48,0
125,12.5,57.28,-0.00403,0.0,28.47,0
126,12.6,65.56,-0.00368,0.0,28.46,0
127,12.7,84.04,-0.00299,0.0,28.48,0
128,12.8,72.02,-0.00241,0.0,28.51,0
129,12.9,73.31,-0.0027,0.0,28.51,0
130,13.0,85.24,-0.00282,0.0,28.59,0
131,13.1,84.21,-0.00306,0.0,28.6,0
132,13.2,64.99,-0.00209,0.0,28.65,0
133,13.3,46.57,-0.00354,0.0,28.69,0
134,13.4,44.97,-0.00501,0.0,28.59,0
135,13.5,52.09,-0.00383,0.0,28.57,0
136,13.6,39.97,-0.00596,0.0,28.59,0
137,13.7,34.56,-0.00585,0.0,28.55,0
138,13.8,32.63,-0.00515,0.0,28.54,0
139,13.9,41.87,-0.00362,0.0,28.5,0
140,14.0,37.88,-0.00396,0.0,28.51,0
141,14.1,44.72,-0.00321,0.0,28.48,0
142,14.2,51.3,-0.00411,0.0,28.48,0
143,14.3,56.0,-0.00537,0.0,28.47,0
144,14.4,52.99,-0.00523,0.0,28.49,0
145,14.5,65.99,-0.00567,0.0,28.47,0
146,14.6,82.22,-0.00595,0.0,28.46,0
147,14.7,76.72,-0.00727,0.0,28.47,0
148,14.8,76.78,-0.00747,0.0,28.52,0
149,14.9,96.81,-0.00858,0.0,28.45,0
150,15.0,89.44,-0.00899,0.0,28.49,0
151,15.1,89.65,-0.00855,0.0,28.49,0
152,15.2,54.38,-0.0079,0.0,28.5,0
153,15.3,45.61,-0.00629,0.0,28.41,0
154,15.4,46.4,-0.00568,0.0,28.37,0
155,15.5,32.27,-0.00576,0.0,28.36,0
156,15.6,30.5,-0.00577,0.0,28.32,0
157,15.7,25.85,-0.00622,0.0,28.35,0
158,15.8,18.39,-0.00578,0.0,28.47,0
159,15.9,12.29,-0.00638,0.0,28.5,0
160,16.0,8.68,-0.00672,0.0,28.52,0
161,16.1,17.4,-0.00662,0.0,28.5,0
162,16.2,28.67,-0.00658,0.0,28.35,0
163,16.3,52.02,-0.00564,0.0,28.33,0
164,16.4,51.64,-0.00651,0.0,28.39,0
165,16.5,54.31,-0.00648,0.0,28.36,0
166,16.6,61.31,-0.00553,0.0,28.33,0
167,16.7,71.8,-0.00594,0.0,28.36,0
168,16.8,73.3,-0.00511,0.0,28.41,0
169,16.9,69.76,-0.00659,0.0,28.42,0
170,17.0,76.78,-0.00649,0.0,28.5,0
171,17.1,66.83,-0.0054,0.0,28.53,0
172,17.2,54.09,-0.00411,0.0,28.54,0
173,17.3,43.77,-0.00394,0.0,28.54,0
174,17.4,22.02,-0.00406,0.0,28.57,0
175,17.5,0.0,-0.00296,0.5,28.56,0
176,17.6,0.53,-0.00373,0.5,28.52,0
177,17.7,0.0,-0.00385,0.5,28.59,0
178,17.8,2.08,-0.00461,0.5,28.59,0
179,17.9,0.0,-0.00451,0.5,28.62,0
180,18.0,1.56,-0.00429,0.5,28.5,0
181,18.1,9.44,-0.00536,0.0,28.51,0
182,18.2,25.22,-0.00481,0.0,28.57,0
183,18.3,19.55,-0.0057,0.0,28.56,0
184,18.4,22.69,-0.00772,0.0,28.58,0
185,18.5,25.93,-0.00669,0.0,28.56,0
186,18.6,23.63,-0.00685,0.0,28.53,0
187,18.7,48.73,-0.00669,0.0,28.58,0
188,18.8,55.63,-0.00814,0.0,28.55,0
189,18.9,42.92,-0.00759,0.0,28.52,0
190,19.0,43.27,-0.0084,0.0,28.46,0
191,19.1,54.97,-0.0087,0.0,28.49,0
192,19.2,31.51,-0.00844,0.0,28.55,0
193,19.3,21.67,-0.00803,0.0,28.52,0
194,19.4,27.27,-0.00832,0.0,28.5,0
195,19.5,4.21,-0.00841,0.5,28.4,0
196,19.6,0.0,-0.00906,0.5,28.41,0
197,19.7,0.0,-0.00811,0.5,28.44,0
198,19.8,0.0,-0.00852,0.5,28.45,0
199,19.9,0.0,-0.00827,0.5,28.48,0
200,20.0,0.0,-0.0076,0.5,28.42,0
201,20.1,0.0,-0.00766,0.5,28.48,0
202,20.2,5.33,-0.00775,0.0,28.47,0
203,20.3,23.97,-0.00807,0.0,28.47,0
204,20.4,25.72,-0.00823,0.0,28.44,0
205,20.5,20.03,-0.00846,0.0,28.42,0
206,20.6,32.25,-0.00934,0.0,28.47,0
207,20.7,41.33,-0.00869,0.0,28.53,0
208,20.8,33.55,-0.00934,0.0,28.5,0
209,20.9,26.04,-0.00944,0.0,28.54,0
210,21.0,35.19,-0.01037,0.0,28.53,0
211,21.1,32.97,-0.00792,0.0,28.51,0
212,21.2,15.4,-0.0083,0.0,28.54,0
213,21.3,13.39,-0.00816,0.0,28.63,0
214,21.4,8.15,-0.00712,0.0,28.64,0
215,21.5,3.67,-0.00808,0.5,28.62,0
216,21.6,0.0,-0.0074,0.5,28.72,0
217,21.7,0.0,-0.00841,0.5,28.75,0
218,21.8,0.0,-0.0091,0.5,28.75,0
219,21.9,5.55,-0.00927,0.0,28.77,0
220,22.0,0.0,-0.00785,0.5,28.74,0
221,22.1,0.0,-0.00777,0.5,28.69,0
222,22.2,6.64,-0.00819,0.0,28.71,0
223,22.3,16.42,-0.00759,0.0,28.67,0
224,22.4,33.72,-0.0086,0.0,28.7,0
225,22.5,43.16,-0.00686,0.0,28.76,0
226,22.6,49.87,-0.00731,0.0,28.69,0
227,22.7,64.01,-0.00804,0.0,28.68,0
228,22.8,62.28,-0.00749,0.0,28.62,0
229,22.9,44.83,-0.00798,0.0,28.6,0
230,23.0,39.57,-0.00717,0.0,28.62,0
231,23.1,50.82,-0.00682,0.0,28.68,0
232,23.2,27.75,-0.00616,0.0,28.71,0
233,23.3,14.35,-0.00526,0.0,28.66,0
234,23.4,10.26,-0.00406,0.0,28.75,0
235,23.5,1.45,-0.00373,0.5,28.71,0
236,23.6,0.0,-0.0031,0.5,28.66,0
237,23.7,0.0,-0.00373,0.5,28.76,0
238,23.8,0.0,-0.00535,0.5,28.82,0
239,23.9,0.0,-0.00449,0.5,28.85,0
240,24.0,0.0,-0.00487,0.5,28.86,0
241,24.1,0.0,-0.00505,0.5,28.91,0
242,24.2,3.46,-0.00507,0.5,28.96,0
243,24.3,20.16,-0.00553,0.0,29.06,0
244,24.4,19.08,-0.00587,0.0,29.09,0
245,24.5,22.37,-0.00641,0.0,29.02,0
246,24.6,26.2,-0.00841,0.0,28.98,0
247,24.7,24.61,-0.00941,0.0,28.91,0
248,24.8,35.5,-0.00984,0.0,28.94,0
249,24.9,42.73,-0.01083,0.0,28.89,0
250,25.0,43.23,-0.01153,0.0,28.88,0
251,25.1,42.3,-0.01229,0.0,28.97,0
252,25.2,18.79,-0.0125,0.0,29.04,0
253,25.3,0.0,-0.01199,0.5,29.06,0
254,25.4,0.0,-0.01313,0.5,29.14,0
255,25.5,0.0,-0.01352,0.5,29.03,0
256,25.6,0.0,-0.0138,0.5,29.04,0
257,25.7,0.0,-0.01244,0.5,29.1,0
258,25.8,10.97,-0.0119,0.0,29.12,0
259,25.9,2.18,-0.01142,0.5,29.19,0
260,26.0,0.0,-0.01084,0.5,29.18,0
261,26.1,8.17,-0.01144,0.0,29.17,0
262,26.2,26.65,-0.01089,0.0,29.15,0
263,26.3,42.67,-0.00962,0.0,29.09,0
264,26.4,50.61,-0.00959,0.0,29.15,0
265,26.5,70.78,-0.01032,0.0,29.27,0
266,26.6,79.54,-0.01182,0.0,29.31,0
267,26.7,98.54,-0.01065,0.0,29.28,0
268,26.8,100.0,-0.00997,0.0,29.36,0
269,26.9,93.23,-0.01052,0.0,29.28,0
270,27.0,91.18,-0.01051,0.0,29.25,0
271,27.1,74.74,-0.01034,0.0,29.26,0
272,27.2,31.82,-0.01099,0.0,29.24,0
273,27.3,28.97,-0.01108,0.0,29.25,0
274,27.4,27.97,-0.01205,0.0,29.27,0
275,27.5,26.04,-0.0114,0.0,29.23,0
276,27.6,8.18,-0.01136,0.0,29.23,0
277,27.7,12.4,-0.01156,0.0,29.26,0
278,27.8,12.0,-0.01237,0.0,29.25,0
279,27.9,13.84,-0.01226,0.0,29.14,0
280,28.0,12.19,-0.01099,0.0,29.15,0
281,28.1,30.99,-0.0113,0.0,29.15,0
282,28.2,22.91,-0.01175,0.0,29.18,0
283,28.3,18.44,-0.01179,0.0,29.11,0
284,28.4,33.91,-0.0125,0.0,29.09,0
285,28.5,33.44,-0.0113,0.0,29.09,0
286,28.6,47.98,-0.01022,0.0,29.17,0
287,28.7,49.64,-0.00954,0.0,29.17,0
288,28.8,59.16,-0.00889,0.0,29.26,0
289,28.9,45.04,-0.00927,0.0,29.21,0
290,29.0,46.85,-0.00892,0.0,29.23,0
291,29.1,30.81,-0.01091,0.0,29.32,0
292,29.2,6.45,-0.00949,0.0,29.33,0
293,29.3,16.0,-0.00749,0.0,29.3,0
294,29.4,13.61,-0.0067,0.0,29.27,0
295,29.5,4.15,-0.00681,0.5,29.32,0
296,29.6,0.0,-0.00726,0.5,29.3,0
297,29.7,1.34,-0.00687,0.5,29.22,0
298,29.8,0.36,-0.00707,0.5,29.17,0
299,29.9,0.0,-0.00722,0.5,29.16,0
300,30.0,0.0,-0.00784,0.5,29.21,0
301,30.1,0.0,-0.00668,0.5,29.22,0
302,30.2,12.99,-0.00669,0.0,29.22,0
303,30.3,12.25,-0.00639,0.0,29.28,0
304,30.4,22.91,-0.00608,0.0,29.29,0
305,30.5,36.3,-0.00654,0.0,29.26,0
306,30.6,39.16,-0.00579,0.0,29.2,0
307,30.7,49.72,-0.00515,0.0,29.14,0
308,30.8,43.47,-0.00454,0.0,29.05,0
309,30.9,60.24,-0.00396,0.0,28.99,0
310,31.0,69.54,-0.00481,0.0,29.01,0
311,31.1,78.9,-0.00709,0.0,29.03,0
312,31.2,65.64,-0.00727,0.0,28.98,0
313,31.3,45.53,-0.00811,0.0,28.98,0
314,31.4,44.11,-0.00622,0.0,29.02,0
315,31.5,43.83,-0.00549,0.0,29.02,0
316,31.6,41.56,-0.00571,0.0,29.01,0
317,31.7,31.47,-0.00491,0.0,28.99,0
318,31.8,19.96,-0.00436,0.0,28.93,0
319,31.9,17.99,-0.00378,0.0,28.88,0
320,32.0,19.72,-0.00381,0.0,28.87,0
321,32.1,17.0,-0.00396,0.0,28.93,0
322,32.2,19.75,-0.00356,0.0,28.97,0
323,32.3,21.53,-0.00399,0.0,29.03,0
324,32.4,30.7,-0.00414,0.0,28.99,0
325,32.5,44.66,-0.00357,0.0,28.98,0
326,32.6,46.36,-0.0042,0.0,29.0,0
327,32.7,53.88,-0.00367,0.0,28.95,0
328,32.8,65.67,-0.0032,0.0,29.03,0
329,32.9,64.52,-0.00356,0.0,29.06,0
330,33.0,58.94,-0.00328,0.0,29.13,0
331,33.1,45.13,-0.00413,0.0,29.18,0
332,33.2,15.49,-0.00506,0.0,29.2,0
333,33.3,7.23,-0.00565,0.0,29.16,0
334,33.4,0.0,-0.00466,0.5,29.25,0
335,33.5,0.0,-0.00531,0.5,29.21,0
336,33.6,0.0,-0.0044,0.5,29.19,0
337,33.7,0.0,-0.00232,0.5,29.21,0
338,33.8,0.0,-0.00139,0.5,29.12,0
339,33.9,0.0,-0.00056,0.5,29.04,0
340,34.0,0.0,-0.00036,0.5,29.05,0
341,34.1,0.0,-0.00122,0.5,29.0,0
342,34.2,1.4,-0.00138,0.5,29.01,0
343,34.3,2.42,-0.00248,0.5,28.96,0
344,34.4,15.4,-0.00392,0.0,28.97,0
345,34.5,27.41,-0.00386,0.0,29.04,0
346,34.6,32.74,-0.00308,0.0,29.12,0
347,34.7,34.84,-0.00413,0.0,29.16,0
348,34.8,47.64,-0.00433,0.0,29.18,0
349,34.9,65.08,-0.00293,0.0,29.12,0
350,35.0,67.69,-0.00374,0.0,29.08,0
351,35.1,71.36,-0.00413,0.0,29.02,0
352,35.2,50.46,-0.00533,0.0,28.96,0
353,35.3,48.53,-0.00524,0.0,28.98,0
354,35.4,41.28,-0.00581,0.0,28.97,0
355,35.5,22.73,-0.00574,0.0,29.05,0
356,35.6,13.4,-0.00585,0.0,29.02,0
357,35.7,16.19,-0.00602,0.0,29.01,0
358,35.8,7.99,-0.00574,0.0,28.97,0
359,35.9,0.0,-0.00627,0.5,29.0,0
360,36.0,0.0,-0.00696,0.5,29.02,0
361,36.1,4.2,-0.00671,0.5,28.97,0
362,36.2,14.69,-0.00602,0.0,28.96,0
363,36.3,5.52,-0.00747,0.0,28.9,0
364,36.4,19.4,-0.0078,0.0,28.95,0
365,36.5,35.62,-0.00712,0.0,29.0,0
366,36.6,46.19,-0.00747,0.0,29.01,0
367,36.7,54.8,-0.0077,0.0,29.01,0
368,36.8,70.73,-0.00736,0.0,29.02,0
369,36.9,70.52,-0.00816,0.0,29.01,0
370,37.0,69.04,-0.00766,0.0,29.1,0
371,37.1,80.72,-0.00684,0.0,29.16,0
372,37.2,64.94,-0.00766,0.0,29.15,0
373,37.3,45.92,-0.00859,0.0,29.09,0
374,37.4,33.6,-0.00811,0.0,29.06,0
375,37.5,36.51,-0.00626,0.0,29.15,0
376,37.6,24.4,-0.00686,0.0,29.18,0
377,37.7,18.12,-0.00728,0.0,29.21,0
378,37.8,8.08,-0.00832,0.0,29.24,0
379,37.9,1.89,-0.00729,0.5,29.23,0
380,38.0,0.0,-0.00596,0.5,29.26,0
381,38.1,0.0,-0.00435,0.5,29.37,0
382,38.2,12.05,-0.00459,0.0,29.32,0
383,38.3,9.56,-0.00457,0.0,29.27,0
384,38.4,20.99,-0.00502,0.0,29.34,0
385,38.5,27.45,-0.00451,0.0,29.29,0
386,38.6,29.75,-0.00517,0.0,29.28,0
387,38.7,39.26,-0.00626,0.0,29.32,0
388,38.8,55.45,-0.00646,0.0,29.32,0
389,38.9,53.59,-0.00799,0.0,29.3,0
390,39.0,49.66,-0.00763,0.0,29.26,0
391,39.1,65.84,-0.00651,0.0,29.25,0
392,39.2,40.31,-0.00646,0.0,29.28,0
393,39.3,37.63,-0.00586,0.0,29.22,0
394,39.4,29.44,-0.00577,0.0,29.17,0
395,39.5,28.15,-0.00541,0.0,29.12,0
396,39.6,18.13,-0.00452,0.0,29.14,0
397,39.7,20.39,-0.00439,0.0,29.07,0
398,39.8,22.68,-0.00254,0.0,29.01,0
399,39.9,10.74,-0.00269,0.0,29.07,0
400,40.0,0.0,-0.00224,0.5,29.12,0
401,40.1,4.61,-0.00153,0.5,29.13,0
402,40.2,17.06,-0.00191,0.0,29.13,0
403,40.3,6.99,-0.0018,0.0,28.99,0
404,40.4,15.55,-0.00215,0.0,28.96,0
405,40.5,21.05,-0.00132,0.0,29.08,0
406,40.6,16.3,0.00076,0.0,29.12,0
407,40.7,28.84,0.00117,0.0,29.12,0
408,40.8,37.0,0.00101,0.0,28.97,0
409,40.9,38.34,5e-05,0.0,28.96,0
410,41.0,40.35,0.00106,0.0,28.99,0
411,41.1,46.82,0.00054,0.0,28.91,0
412,41.2,36.77,0.00067,0.0,28.91,0
413,41.3,32.44,0.00098,0.0,28.94,0
414,41.4,45.3,0.00143,0.0,28.94,0
415,41.5,48.3,0.00343,0.0,28.92,0
416,41.6,51.73,0.00234,0.0,28.9,0
417,41.7,51.28,0.00088,0.0,28.9,0
418,41.8,42.34,0.00195,0.0,28.95,0
419,41.9,35.68,0.002,0.0,28.93,0
420,42.0,38.85,0.0021,0.0,28.96,0
421,42.1,54.29,0.00256,0.0,29.07,0
422,42.2,38.18,0.00342,0.0,29.1,0
423,42.3,24.31,0.00218,0.0,29.05,0
424,42.4,34.95,0.00298,0.0,29.1,0
425,42.5,41.12,0.00215,0.0,29.19,0
426,42.6,54.69,0.00141,0.0,29.21,0
427,42.7,63.22,-0.00015,0.0,29.21,0
428,42.8,52.37,-0.00118,0.0,29.19,0
429,42.9,52.09,-0.00097,0.0,29.17,0
430,43.0,51.44,-0.00038,0.0,29.1,0
431,43.1,47.75,-0.00048,0.0,29.07,0
432,43.2,17.72,-0.00045,0.0,29.03,0
433,43.3,11.51,-6e-05,0.0,29.08,0
434,43.4,7.72,-0.00021,0.0,29.05,0
435,43.5,4.64,-0.00154,0.5,29.09,0
436,43.6,12.6,0.00098,0.0,29.1,0
437,43.7,18.39,0.00139,0.0,29.06,0
438,43.8,21.79,0.00096,0.0,29.0,0
439,43.9,26.26,3e-05,0.0,28.97,0
440,44.0,23.74,-0.00072,0.0,29.0,0
441,44.1,37.52,-0.00154,0.0,28.9,0
442,44.2,44.63,-0.00146,0.0,28.94,0
443,44.3,36.62,-0.00152,0.0,29.0,0
444,44.4,29.92,-0.00172,0.0,29.08,0
445,44.5,36.79,-0.00236,0.0,29.11,0
446,44.6,43.08,-0.00161,0.0,29.04,0
447,44.7,54.53,0.00014,0.0,29.1,0
448,44.8,74.5,6e-05,0.0,29.18,0
449,44.9,68.75,0.00084,0.0,29.21,0
450,45.0,47.91,0.0025,0.0,29.18,0
451,45.1,48.52,0.00217,0.0,29.14,0
452,45.2,24.25,0.00178,0.0,29.04,0
453,45.3,25.14,0.00109,0.0,29.08,0
454,45.4,33.69,-0.00018,0.0,29.11,0
455,45.5,35.92,0.0011,0.0,29.15,0
456,45.6,26.42,0.00106,0.0,29.09,0
457,45.7,14.38,0.0035,0.0,29.05,0
458,45.8,7.66,0.0031,0.0,29.05,0
459,45.9,0.0,0.00403,0.5,28.99,0
460,46.0,0.0,0.00434,0.5,28.94,0
461,46.1,0.0,0.00492,0.5,28.91,0
462,46.2,0.0,0.00603,0.5,28.93,0
463,46.3,12.1,0.00549,0.0,28.98,0
464,46.4,27.66,0.0039,0.0,28.93,0
465,46.5,27.81,0.00259,0.0,28.88,0
466,46.6,42.32,0.00317,0.0,28.83,0
467,46.7,50.56,0.00279,0.0,28.82,0
468,46.8,42.52,0.00178,0.0,28.84,0
469,46.9,45.96,0.00144,0.0,28.81,0
470,47.0,46.47,0.00182,0.0,28.81,0
471,47.1,56.75,0.00099,0.0,28.7,0
472,47.2,43.71,0.00065,0.0,28.75,0
473,47.3,49.01,0.00181,0.0,28.69,0
474,47.4,33.83,0.00273,0.0,28.69,0
475,47.5,15.23,0.00332,0.0,28.66,0
476,47.6,0.0,0.0029,0.5,28.57,0
477,47.7,0.0,0.00327,0.5,28.64,0
478,47.8,0.0,0.00188,0.5,28.65,0
479,47.9,0.0,0.00283,0.5,28.62,0
480,48.0,0.9,0.00125,0.5,28.6,0
481,48.1,13.52,0.00067,0.0,28.61,0
482,48.2,19.43,-0.00038,0.0,28.55,0
483,48.3,13.96,0.00013,0.0,28.56,0
484,48.4,33.18,-0.00029,0.0,28.57,0
485,48.5,48.88,-0.00057,0.0,28.62,0
486,48.6,49.29,-0.00048,0.0,28.53,0
487,48.7,68.65,-0.0012,0.0,28.53,0
488,48.8,69.24,-0.00125,0.0,28.52,0
489,48.9,70.46,-0.00153,0.0,28.51,0
490,49.0,64.4,-0.00344,0.0,28.5,0
491,49.1,63.68,-0.00265,0.0,28.5,0
492,49.2,39.99,-0.00302,0.0,28.53,0
493,49.3,34.57,-0.00244,0.0,28.47,0
494,49.4,31.01,-0.00171,0.0,28.48,0
495,49.5,14.13,-7e-05,0.0,28.51,0
496,49.6,0.0,0.00028,0.5,28.5,0
497,49.7,7.22,0.00096,0.0,28.43,0
498,49.8,18.06,0.00039,0.0,28.38,0
499,49.9,14.83,-0.00087,0.0,28.49,0
